Q1002223,https://en.wikipedia.org/wiki/Chrestomanci,7,1,0.704083,"One novel and [one] tale can not be placed in sequence ."
Q1213846,https://en.wikipedia.org/wiki/Children%20of%20the%20Red%20King,8,8,0.830586,"Children of the Red King comprises [eight] novels ."
Q4773128,https://en.wikipedia.org/wiki/Anthony%20Monday%20%28series%29,4,4,0.136916,"Anthony Monday is a fictional 14-year-old American boy featured in a series of [four] children 's gothic horror novels by John_Bellairs that were published from 1978 to 1992 ."
Q7004501,https://en.wikipedia.org/wiki/Neverwinter%20Saga,4,5,0.136358,"A staff reviewer from enworld.org gave Neverwinter a 4.5 out [5] stating that `` Neverwinter is filled with great intrigue , , and some smart dialogue , particularly between Drizzt and Dahlia , where they test their morals , ethics , and philosophies of life off each other , like duelists looking for a weakness . ''"
Q280898,https://en.wikipedia.org/wiki/The%20Dark%20Tower%20%28series%29,8,7,0.729633,"A hardcover volume containing all [seven] issues was released on November 7 , 2007 ."
Q971694,https://en.wikipedia.org/wiki/U.S.A.%20%28trilogy%29,3,3,0.595691,"The [three] books were first published together in a single volume titled U.S.A. by Harcourt_Brace in January 1938 ."
Q7754058,https://en.wikipedia.org/wiki/The%20Night%20Angel%20Trilogy,4,3,0.40394,"Talented individuals must have [three] different components to be able to express their Talent outwardly ."
Q7913013,https://en.wikipedia.org/wiki/Vampire%20War,3,3,0.172259,"Mr Tiny forms a group of [three] `` hunters '' - Darren_Shan , Mr Crepsley and new character Vancha March , a Vampire Prince who lives in the wild and follows the old vampire traditions , and has unusually pink skin from staying out in the sun too long ."
Q19356851,https://en.wikipedia.org/wiki/The%20Golden%20Oecumene,3,3,0.512786,"It consists of [three] books , The Golden Age , The Phoenix Exultant and The Golden Transcendence ."
Q1564644,https://en.wikipedia.org/wiki/Foundation%20series,7,2,0.676493,"Given that the latter two books of this list include Trantor and that The Stars , Like Dust does not , these [two] books possibly were accidentally reversed in Asimov 's list ."
Q3998803,https://en.wikipedia.org/wiki/Coldfire%20Trilogy,3,4,0.275838,"The Fae consists of at least [four] different types :"
Q5015435,https://en.wikipedia.org/wiki/Mary%20Stewart%27s%20Merlin%20Trilogy,3,2,0.388876,"The other [two] novels in the quintet are :"
Q5254876,https://en.wikipedia.org/wiki/Deltora%20Quest%201,8,3,0.440842,"Together , these [three] series are called the Deltora Quest series or the Deltora series ."
Q82269,https://en.wikipedia.org/wiki/Scary%20Movie%20%28film%20series%29,5,2,0.307801,"The [two] main recurring actors of the first four installments were Anna_Faris and Regina_Hall as Cindy_Campbell and Brenda_Meeks , joined by new or recurring actors and characters ."
Q642878,https://en.wikipedia.org/wiki/Marvel%20Cinematic%20Universe,0,13,0.725262,"The notion of having all [13] episodes at one time , particularly in serialized storytelling , is very appealing . ''"
Q2571723,https://en.wikipedia.org/wiki/Ghoulies,4,0,0.0,""
Q6407866,https://en.wikipedia.org/wiki/Killjoy%20%28film%20series%29,4,3,0.700368,"Killjoy is a horror film franchise which focuses on the titular Killjoy , a demonic clown who is summoned to assist revenge plots in all [three] films , only to prove too overwhelming for each character who calls him ."
Q6500001,https://en.wikipedia.org/wiki/Austin%20Powers%20%28film%20series%29,3,3,0.690678,"The series consists of [three] films :"
Q7091868,https://en.wikipedia.org/wiki/Once%20Upon%20a%20Time%20in%20China%20%28film%20series%29,6,6,0.396206,"The [six] films in the series are :"
